"time","ApparentPower","Current","Power","ReactivePower"
"2023-03-10T13:43:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:43:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:43:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:43:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:10.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:44:50.000+01:00","32","0.128","17","28"
"2023-03-10T13:45:00.000+01:00","32","0.129","17","28"
"2023-03-10T13:45:10.000+01:00","33","0.133","17","29"
"2023-03-10T13:45:20.000+01:00","32","0.127","17","27"
"2023-03-10T13:45:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:45:40.000+01:00","16","0.062","8","13"
"2023-03-10T13:45:50.000+01:00","16","0.062","8","13"
"2023-03-10T13:46:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:46:10.000+01:00","16","0.062","8","13"
"2023-03-10T13:46:20.000+01:00","16","0.062","8","13"
"2023-03-10T13:46:30.000+01:00","16","0.062","8","13"
"2023-03-10T13:46:40.000+01:00","16","0.062","8","13"
"2023-03-10T13:46:50.000+01:00","16","0.063","8","14"
"2023-03-10T13:47:00.000+01:00","16","0.062","8","13"
"2023-03-10T13:47:10.000+01:00","16","0.062","8","13"
"2023-03-10T13:47:20.000+01:00","16","0.062","8","14"
"2023-03-10T13:47:30.000+01:00","16","0.062","8","13"
"2023-03-10T13:47:40.000+01:00","16","0.062","8","14"
"2023-03-10T13:47:50.000+01:00","16","0.063","8","14"
"2023-03-10T13:48:00.000+01:00","16","0.062","8","14"
"2023-03-10T13:48:10.000+01:00","15","0.061","8","13"
"2023-03-10T13:48:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:48:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:48:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:48:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:49:00.000+01:00","16","0.062","8","14"
"2023-03-10T13:49:10.000+01:00","16","0.062","8","13"
"2023-03-10T13:49:20.000+01:00","16","0.062","8","13"
"2023-03-10T13:49:30.000+01:00","16","0.063","8","14"
"2023-03-10T13:49:40.000+01:00","16","0.062","8","13"
"2023-03-10T13:49:50.000+01:00","16","0.062","8","13"
"2023-03-10T13:50:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:50:10.000+01:00","16","0.062","8","14"
"2023-03-10T13:50:20.000+01:00","16","0.062","8","14"
"2023-03-10T13:50:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:50:40.000+01:00","16","0.062","8","14"
"2023-03-10T13:50:50.000+01:00","16","0.062","8","14"
"2023-03-10T13:51:00.000+01:00","35","0.139","18","30"
"2023-03-10T13:51:10.000+01:00","34","0.136","17","30"
"2023-03-10T13:51:20.000+01:00","32","0.128","17","27"
"2023-03-10T13:51:30.000+01:00","32","0.128","17","27"
"2023-03-10T13:51:40.000+01:00","33","0.129","17","28"
"2023-03-10T13:51:50.000+01:00","34","0.133","17","29"
"2023-03-10T13:52:00.000+01:00","34","0.134","18","29"
"2023-03-10T13:52:10.000+01:00","32","0.128","17","28"
"2023-03-10T13:52:20.000+01:00","34","0.133","17","29"
"2023-03-10T13:52:30.000+01:00","33","0.132","17","28"
"2023-03-10T13:52:40.000+01:00","33","0.133","17","29"
"2023-03-10T13:52:50.000+01:00","33","0.13","17","28"
"2023-03-10T13:53:00.000+01:00","33","0.131","17","28"
"2023-03-10T13:53:10.000+01:00","33","0.129","17","28"
"2023-03-10T13:53:20.000+01:00","16","0.063","8","14"
"2023-03-10T13:53:30.000+01:00","16","0.062","8","13"
"2023-03-10T13:53:40.000+01:00","16","0.062","8","13"
"2023-03-10T13:53:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:54:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:54:10.000+01:00","16","0.062","8","13"
"2023-03-10T13:54:20.000+01:00","16","0.062","8","13"
"2023-03-10T13:54:30.000+01:00","16","0.062","8","13"
"2023-03-10T13:54:40.000+01:00","16","0.062","8","13"
"2023-03-10T13:54:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:10.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:55:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:56:00.000+01:00","15","0.06","8","13"
"2023-03-10T13:56:10.000+01:00","15","0.06","8","13"
"2023-03-10T13:56:20.000+01:00","15","0.06","8","13"
"2023-03-10T13:56:30.000+01:00","15","0.06","8","13"
"2023-03-10T13:56:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:56:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:57:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:57:10.000+01:00","15","0.06","8","13"
"2023-03-10T13:57:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:57:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:57:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:57:50.000+01:00","15","0.061","8","13"
"2023-03-10T13:58:00.000+01:00","15","0.061","8","13"
"2023-03-10T13:58:10.000+01:00","15","0.06","8","13"
"2023-03-10T13:58:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:58:30.000+01:00","34","0.136","17","30"
"2023-03-10T13:58:40.000+01:00","33","0.132","18","28"
"2023-03-10T13:58:50.000+01:00","33","0.132","17","28"
"2023-03-10T13:59:00.000+01:00","33","0.131","17","28"
"2023-03-10T13:59:10.000+01:00","33","0.131","18","28"
"2023-03-10T13:59:20.000+01:00","15","0.061","8","13"
"2023-03-10T13:59:30.000+01:00","15","0.061","8","13"
"2023-03-10T13:59:40.000+01:00","15","0.061","8","13"
"2023-03-10T13:59:50.000+01:00","15","0.061","8","13"
"2023-03-10T14:00:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:00:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:00:20.000+01:00","15","0.06","8","13"
"2023-03-10T14:00:30.000+01:00","15","0.061","8","13"
"2023-03-10T14:00:40.000+01:00","15","0.061","8","13"
"2023-03-10T14:00:50.000+01:00","16","0.062","8","13"
"2023-03-10T14:01:00.000+01:00","15","0.061","8","13"
"2023-03-10T14:01:10.000+01:00","15","0.061","8","13"
"2023-03-10T14:01:20.000+01:00","15","0.061","8","13"
"2023-03-10T14:01:30.000+01:00","16","0.062","8","13"
"2023-03-10T14:01:40.000+01:00","15","0.061","8","13"
