sep=,
"Time","W.mean"
1662525000000,156.19642857142847
1662525900000,154.68082901554402
1662526800000,156.88472906403942
1662527700000,214.17898089171982
1662528600000,209.96756756756753
1662529500000,171.51894736842107
1662530400000,128.7987179487181
1662531300000,16.161111111111115
1662532200000,16.190625000000004
1662533100000,16.326470588235296
1662534000000,16.345945945945946
1662534900000,16.40833333333333
1662535800000,16.47142857142857
1662536700000,16.528260869565216
1662537600000,16.645454545454548
1662538500000,16.63636363636364
1662539400000,18.445833333333336
1662540300000,18.38541666666667
1662541200000,16.70540540540541
1662542100000,16.700000000000003
1662543000000,16.735897435897428
1662543900000,16.875675675675677
1662544800000,16.723255813953493
1662545700000,16.694736842105264
1662546600000,16.71842105263158
1662547500000,16.54324324324324
1662548400000,16.600000000000005
1662549300000,18.606818181818188
1662550200000,16.824390243902442
1662551100000,16.49318181818181
1662552000000,16.55227272727273
1662552900000,16.527586206896554
1662553800000,16.715151515151515
1662554700000,16.625714285714285
1662555600000,16.547058823529408
1662556500000,16.460714285714285
1662557400000,16.6675
1662558300000,16.383783783783784
1662559200000,16.35
1662560100000,16.475675675675678
1662561000000,16.4
1662561900000,16.547058823529415
1662562800000,16.557142857142857
1662563700000,92.21129032258065
1662564600000,149.93097345132747
1662565500000,197.4585106382978
1662566400000,228.3888888888889
1662567300000,225.06024096385542
1662568200000,220.71632653061226
1662569100000,211.14805194805191
1662570000000,108.53478260869562
1662570900000,174.3457142857143
1662571800000,218.10322580645163
1662572700000,206.68243243243242
1662573600000,166.8608433734939
1662574500000,222.80939226519337
1662575400000,234.52200000000002
1662576300000,228.53103448275868
1662577200000,228.5464968152866
1662578100000,221.68908045977008
1662579000000,202.5046728971961
1662579900000,220.79871794871795
1662580800000,166.52027027027032
1662581700000,95.45247524752477
1662582600000,95.90810810810811
1662583500000,110.46046511627907
1662584400000,16.52439024390244
1662585300000,16.232432432432432
1662586200000,16.31578947368421
1662587100000,16.134375000000002
1662588000000,16.369047619047613
1662588900000,16.38571428571428
1662589800000,16.359999999999996
1662590700000,16.343749999999996
1662591600000,16.314285714285713
1662592500000,16.284848484848485
1662593400000,16.297058823529415
1662594300000,16.145454545454548
1662595200000,16.140909090909094
1662596100000,16.229999999999997
1662597000000,16.2
1662597900000,18.334146341463423
1662598800000,16.202564102564104
1662599700000,18.230769230769237
1662600600000,16.168292682926833
1662601500000,18.376315789473686
1662602400000,16.14117647058824
1662603300000,16.232558139534888
1662604200000,16.08837209302326
1662605100000,16.194871794871794
1662606000000,16.32558139534884
1662606900000,16.16111111111111
1662607800000,16.083783783783787
1662608700000,16.147727272727273
1662609600000,16.405714285714282
1662610500000,16.370588235294115
1662611400000,16.41395348837209
1662612300000,16.27826086956522
1662613200000,16.234146341463422
1662614100000,16.427272727272722
1662615000000,16.278048780487808
1662615900000,16.226829268292686
1662616800000,16.289743589743587
1662617700000,16.33333333333333
1662618600000,16.323255813953484
1662619500000,16.46585365853658
1662620400000,16.530303030303035
1662621300000,16.56904761904762
1662622200000,16.65454545454546
1662623100000,16.651282051282056
1662624000000,16.668421052631583
1662624900000,18.504166666666666
1662625800000,16.765625
1662626700000,16.79411764705882
1662627600000,16.688235294117653
1662628500000,16.548780487804876
1662629400000,16.473333333333336
1662630300000,16.550000000000004
1662631200000,16.451162790697673
1662632100000,16.385714285714286
1662633000000,21.68333333333333
1662633900000,16.717073170731705
1662634800000,16.825000000000003
1662635700000,16.48409090909091
1662636600000,16.487179487179485
1662637500000,16.50476190476191
1662638400000,16.57619047619048
1662639300000,16.489189189189183
1662640200000,16.527272727272727
1662641100000,16.174358974358977
1662642000000,18.928125000000005
1662642900000,18.32250000000001
1662643800000,16.266666666666666
1662644700000,16.421621621621618
1662645600000,18.483673469387753
1662646500000,16.853191489361702
1662647400000,16.502564102564104
1662648300000,16.524324324324322
1662649200000,16.52682926829268
1662650100000,16.356666666666666
1662651000000,16.443902439024395
1662651900000,18.427500000000006
1662652800000,16.120512820512825
1662653700000,16.041304347826088
1662654600000,189.33461538461538
1662655500000,348.85078124999967
1662656400000,314.9259842519685
1662657300000,302.51772151898734
1662658200000,207.24464285714285
1662659100000,179.99160104986882
1662660000000,177.49732620320856
1662660900000,176.2340369393139
1662661800000,180.6445355191257
1662662700000,179.3202099737533
1662663600000,179.7878712871289
1662664500000,177.8595808383233
1662665400000,176.94188034188033
1662666300000,141.9346534653466
1662667200000,16.14571428571429
1662668100000,16.154285714285717
1662669000000,16.1525
1662669900000,16.255000000000003
1662670800000,16.222222222222225
1662671700000,16.279545454545453
1662672600000,16.389189189189185
1662673500000,16.226086956521744
1662674400000,19.56744186046512
1662675300000,16.22888888888889
1662676200000,16.151351351351355
1662677100000,16.144444444444453
1662678000000,16.1475
1662678900000,16.210810810810816
1662679800000,16.31818181818181
1662680700000,16.27179487179487
1662681600000,16.283783783783782
1662682500000,16.29285714285714
1662683400000,16.260975609756102
1662684300000,16.305405405405402
1662685200000,16.254545454545454
1662686100000,16.221875
1662687000000,16.284999999999997
1662687900000,16.280555555555555
1662688800000,16.194117647058828
1662689700000,16.283783783783782
1662690600000,16.175000000000004
1662691500000,16.167647058823533
1662692400000,16.318749999999994
1662693300000,16.445999999999998
1662694200000,16.26666666666666
1662695100000,16.147500000000008
1662696000000,16.1375
1662696900000,16.238461538461543
1662697800000,19.5025
1662698700000,16.531914893617017
1662699600000,16.266666666666666
1662700500000,16.25581395348837
1662701400000,54.712244897959195
1662702300000,234.86462585034008
1662703200000,145.5046875000001
1662704100000,16.10217391304348
1662705000000,15.942499999999992
1662705900000,15.917142857142855
1662706800000,16.04705882352941
1662707700000,16.008333333333333
1662708600000,15.972222222222221
1662709500000,15.940540540540539
1662710400000,16.09250000000001
1662711300000,16.159375000000004
1662712200000,16.23170731707317
1662713100000,16.304651162790694
1662714000000,16.210000000000004
1662714900000,16.179999999999996
1662715800000,16.386486486486483
1662716700000,16.480952380952374
1662717600000,16.39230769230769
1662718500000,16.215909090909097
1662719400000,16.142857142857146
1662720300000,16.09444444444445
1662721200000,16.010256410256407
1662722100000,15.95581395348837
1662723000000,15.981395348837207
1662723900000,16.087179487179487
1662724800000,16.418421052631583
1662725700000,16.064864864864862
1662726600000,16.316666666666666
1662727500000,16.431707317073165
1662728400000,16.48611111111111
1662729300000,16.640000000000004
1662730200000,16.559999999999995
1662731100000,16.555555555555557
1662732000000,16.71388888888889
1662732900000,16.502499999999994
1662733800000,16.365909090909092
1662734700000,16.227027027027027
1662735600000,21.872972972972967
1662736500000,205.31642857142862
1662737400000,232.2407894736842
1662738300000,231.73287671232876
1662739200000,182.7192771084339
1662740100000,183.11794871794865
1662741000000,218.31265822784812
1662741900000,224.07119999999998
1662742800000,272.39124999999984
1662743700000,331.50692307692316
1662744600000,408.16888888888894
1662745500000,404.30673076923074
1662746400000,404.0197916666666
1662747300000,386.07749999999993
1662748200000,295.64095238095234
1662749100000,224.5215053763441
1662750000000,205.5524752475247
1662750900000,145.868
1662751800000,97.14852941176471
1662752700000,98.61641791044778
1662753600000,95.35373134328361
1662754500000,98.98000000000005
1662755400000,88.69090909090909
1662756300000,85.86333333333333
1662757200000,94.21999999999997
1662758100000,98.79565217391307
1662759000000,60.072881355932225
1662759900000,16.456756756756757
1662760800000,16.47209302325581
1662761700000,16.41111111111111
1662762600000,16.297674418604647
1662763500000,16.25428571428572
1662764400000,16.228947368421053
1662765300000,16.26578947368421
1662766200000,16.282051282051277
1662767100000,16.220930232558143
1662768000000,16.06666666666667
1662768900000,16.102500000000006
1662769800000,16.067567567567572
1662770700000,16.03571428571429
1662771600000,16.34146341463415
1662772500000,16.246511627906973
1662773400000,16.28571428571428
1662774300000,16.27741935483871
1662775200000,16.285365853658536
1662776100000,16.28181818181818
1662777000000,16.270270270270267
1662777900000,19.533333333333335
1662778800000,16.287804878048778
1662779700000,16.316216216216212
1662780600000,16.273170731707317
1662781500000,16.264102564102565
1662782400000,16.24047619047619
1662783300000,18.389743589743595
1662784200000,16.24444444444445
1662785100000,16.323076923076922
1662786000000,16.328260869565216
1662786900000,16.29189189189189
1662787800000,16.209523809523812
1662788700000,18.540540540540544
1662789600000,16.184615384615388
1662790500000,16.19393939393939
1662791400000,16.206666666666667
1662792300000,16.26578947368421
1662793200000,16.299999999999997
1662794100000,16.324999999999996
1662795000000,16.407499999999995
1662795900000,178.44705882352937
1662796800000,220.7358620689655
1662797700000,225.8658959537571
1662798600000,225.9141891891891
1662799500000,208.50149253731348
1662800400000,221.56181818181807
1662801300000,218.36352941176446
1662802200000,217.7720779220779
1662803100000,201.54715447154467
1662804000000,211.12994350282486
1662804900000,206.2765625
1662805800000,190.99499999999995
1662806700000,209.00818713450298
1662807600000,208.5075949367089
1662808500000,221.5062499999999
1662809400000,210.8365979381443
1662810300000,208.06220930232547
1662811200000,216.8700598802395
1662812100000,236.3537190082644
1662813000000,271.49817073170726
1662813900000,356.845283018868
1662814800000,213.6218487394959
1662815700000,202.66545454545457
1662816600000,202.4393939393939
1662817500000,210.0573248407643
1662818400000,210.46711409395976
1662819300000,207.67843137254883
1662820200000,210.54932432432432
1662821100000,212.81249999999997
1662822000000,212.12643678160907
1662822900000,209.91293103448263
1662823800000,208.59062499999996
1662824700000,217.33982300884955
1662825600000,225.32169811320742
1662826500000,233.81111111111113
1662827400000,214.24328358208953
1662828300000,238.86666666666667
1662829200000,370.0091603053435
1662830100000,409.62
1662831000000,410.3885245901639
1662831900000,410.04166666666663
1662832800000,408.7966101694916
1662833700000,337.2992481203008
1662834600000,222.88031496062982
1662835500000,193.94126984126981
1662836400000,192.5745762711864
1662837300000,191.0875
1662838200000,189.58360655737698
1662839100000,190.60307692307688
1662840000000,189.6847457627118
1662840900000,189.8870967741936
1662841800000,190.8467741935484
1662842700000,192.6360655737705
1662843600000,82.07666666666664
1662844500000,16.408571428571424
1662845400000,16.479487179487176
1662846300000,16.386486486486486
1662847200000,16.244680851063826
1662848100000,16.327499999999997
1662849000000,16.31724137931034
1662849900000,16.165000000000006
1662850800000,16.117647058823533
1662851700000,16.2375
1662852600000,16.2625
1662853500000,16.370212765957444
1662854400000,16.2625
1662855300000,16.269696969696973
1662856200000,16.24390243902439
1662857100000,16.289189189189184
1662858000000,16.29268292682926
1662858900000,16.34318181818181
1662859800000,16.288095238095234
1662860700000,16.294999999999998
1662861600000,18.054166666666667
1662862500000,16.26428571428571
1662863400000,16.333333333333332
1662864300000,16.31739130434782
1662865200000,16.259999999999998
1662866100000,16.33589743589743
1662867000000,16.303999999999995
1662867900000,16.279999999999998
1662868800000,16.211764705882356
1662869700000,16.2046511627907
1662870600000,18.23414634146342
1662871500000,16.266666666666662
1662872400000,16.31111111111111
1662873300000,16.340476190476185
1662874200000,224.6719999999999
1662875100000,241.75797101449285
1662876000000,238.33797468354422
1662876900000,128.43709677419355
1662877800000,16.34615384615384
1662878700000,16.359523809523807
1662879600000,16.391176470588235
1662880500000,16.452499999999993
1662881400000,16.474418604651156
1662882300000,16.495744680851065
1662883200000,16.54594594594595
1662884100000,16.597826086956527
1662885000000,16.635000000000005
1662885900000,16.57142857142857
1662886800000,16.41904761904761
1662887700000,16.397222222222215
1662888600000,16.321875
1662889500000,16.320930232558137
1662890400000,16.265789473684205
1662891300000,16.544186046511626
1662892200000,16.767567567567568
1662893100000,16.57894736842105
1662894000000,16.38974358974359
1662894900000,16.678048780487803
1662895800000,16.728571428571435
1662896700000,16.739473684210527
1662897600000,16.555263157894732
1662898500000,16.321052631578944
1662899400000,16.313333333333325
1662900300000,16.371875
1662901200000,16.355882352941173
1662902100000,16.4076923076923
1662903000000,16.515384615384615
1662903900000,16.5027027027027
1662904800000,16.546153846153853
1662905700000,16.84615384615384
1662906600000,16.830769230769228
1662907500000,16.811764705882354
1662908400000,16.58378378378378
1662909300000,16.46216216216216
1662910200000,16.32222222222222
1662911100000,16.26904761904762
1662912000000,16.205555555555563
1662912900000,16.352631578947367
1662913800000,16.3578947368421
1662914700000,16.326470588235292
1662915600000,16.272727272727273
1662916500000,16.29487179487179
1662917400000,16.31282051282051
1662918300000,16.305128205128202
1662919200000,16.304878048780484
1662920100000,16.152500000000007
1662921000000,16.084090909090918
1662921900000,16.102857142857147
1662922800000,16.16666666666667
1662923700000,16.193333333333335
1662924600000,16.2875
1662925500000,18.13863636363637
1662926400000,16.289999999999992
1662927300000,16.141463414634153
1662928200000,16.06052631578948
1662929100000,16.135714285714293
1662930000000,18.00227272727274
1662930900000,16.187804878048784
1662931800000,16.255555555555553
1662932700000,16.307317073170726
1662933600000,16.30465116279069
1662934500000,16.36756756756757
1662935400000,16.302325581395348
1662936300000,16.287499999999998
1662937200000,16.323684210526313
1662938100000,16.34047619047619
1662939000000,16.377499999999994
1662939900000,16.42058823529411
1662940800000,16.352631578947367
1662941700000,16.382051282051275
1662942600000,16.391891891891884
1662943500000,16.411111111111104
1662944400000,16.415625
1662945300000,16.399999999999995
1662946200000,16.38536585365853
1662947100000,16.377142857142854
1662948000000,16.358695652173907
1662948900000,16.367441860465114
1662949800000,18.27441860465116
1662950700000,16.322222222222216
1662951600000,16.17368421052632
1662952500000,16.056756756756762
1662953400000,16.273333333333333
1662954300000,16.17333333333334
1662955200000,16.103125000000002
1662956100000,16.187804878048777
1662957000000,16.377142857142854
1662957900000,16.361363636363635
1662958800000,16.274358974358975
1662959700000,16.224324324324325
1662960600000,217.85909090909098
1662961500000,239.21705426356587
1662962400000,104.93928571428573
1662963300000,18.43157894736843
1662964200000,16.12682926829269
1662965100000,16.30238095238095
1662966000000,16.356410256410253
1662966900000,16.35897435897435
1662967800000,16.42647058823529
1662968700000,16.44418604651162
1662969600000,16.562162162162156
1662970500000,16.44358974358974
1662971400000,16.420454545454536
1662972300000,16.521951219512196
1662973200000,16.60243902439025
1662974100000,16.60714285714286
1662975000000,16.64545454545455
1662975900000,16.552500000000002
1662976800000,16.695
1662977700000,16.7125
1662978600000,16.687179487179492
1662979500000,16.674418604651166
1662980400000,16.680487804878055
1662981300000,16.642500000000005
1662982200000,16.612121212121217
1662983100000,16.604651162790706
1662984000000,16.681578947368422
1662984900000,16.675000000000004
1662985800000,16.697872340425526
1662986700000,16.755
1662987600000,16.755555555555553
1662988500000,16.866666666666664
1662989400000,16.709302325581394
1662990300000,129.6119658119658
1662991200000,121.42575757575759
1662992100000,111.55955056179772
1662993000000,91.7666666666667
1662993900000,94.56857142857143
1662994800000,87.85620437956203
1662995700000,82.26027397260273
1662996600000,81.94710144927538
1662997500000,112.12809917355368
1662998400000,98.55857142857144
1662999300000,86.95275590551178
1663000200000,99.31392405063286
1663001100000,315.43758865248236
1663002000000,314.5769230769231
1663002900000,296.03113207547153
1663003800000,254.28166666666664
1663004700000,221.40628571428587
1663005600000,213.60075757575754
1663006500000,201.9025862068966
1663007400000,197.73846153846156
1663008300000,164.92916666666665
1663009200000,204.71333333333334
1663010100000,202.5091603053436
1663011000000,16.24878048780488
1663011900000,16.03
1663012800000,16.125
1663013700000,16.264999999999997
1663014600000,16.258536585365857
1663015500000,16.115384615384617
1663016400000,16.023684210526323
1663017300000,16.130000000000003
1663018200000,16.208333333333336
1663019100000,16.248648648648654
1663020000000,16.150000000000006
1663020900000,16.243589743589745
1663021800000,16.239130434782613
1663022700000,16.2725
1663023600000,16.459523809523812
1663024500000,16.34047619047619
1663025400000,16.31521739130434
1663026300000,16.306818181818176
1663027200000,16.387499999999996
1663028100000,16.44736842105263
1663029000000,16.4
1663029900000,16.412499999999994
1663030800000,16.3875
1663031700000,16.384615384615383
1663032600000,16.332352941176467
1663033500000,16.3595238095238
1663034400000,16.323529411764707
1663035300000,16.299999999999997
1663036200000,16.18888888888889
1663037100000,16.18333333333334
1663038000000,16.064864864864866
1663038900000,16.248979591836736
1663039800000,16.29024390243902
1663040700000,16.17222222222223
1663041600000,16.105405405405413
1663042500000,16.137500000000003
1663043400000,16.013888888888886
1663044300000,16.228888888888886
1663045200000,16.20857142857143
1663046100000,16.22571428571429
1663047000000,16.373809523809516
1663047900000,16.347222222222218
1663048800000,16.333333333333332
1663049700000,16.354999999999997
1663050600000,16.2925
1663051500000,16.243589743589745
1663052400000,16.226190476190478
1663053300000,16.138095238095246
1663054200000,16.15789473684211
1663055100000,16.27
1663056000000,16.360869565217385
1663056900000,16.367441860465114
1663057800000,16.53529411764706
1663058700000,217.55806451612906
1663059600000,251.58741258741264
1663060500000,218.5883248730963
1663061400000,169.04476190476203
1663062300000,176.72125984251974
1663063200000,226.42704081632644
1663064100000,221.51411042944784
1663065000000,228.25752212389384
1663065900000,220.16888888888883
1663066800000,214.45491803278702
1663067700000,214.9016
1663068600000,217.77346938775517
1663069500000,206.72302158273388
1663070400000,212.29691358024687
1663071300000,214.68224852071012
1663072200000,209.38132530120478
1663073100000,209.43401015228423
1663074000000,203.99536423841053
1663074900000,200.58043478260876
1663075800000,182.12000000000003
1663076700000,225.51937984496126
1663077600000,258.06372549019613
1663078500000,318.87534246575353
1663079400000,310.31406249999986
1663080300000,310.30845070422555
1663081200000,310.8782312925171
1663082100000,296.49933333333337
1663083000000,311.85777777777776
1663083900000,218.86231884057975
1663084800000,106.77310924369748
1663085700000,93.59591836734694
1663086600000,96.84336283185841
1663087500000,119.66146788990828
1663088400000,212.5441176470589
1663089300000,114.44356435643559
1663090200000,91.50877192982459
1663091100000,94.65416666666668
1663092000000,89.54580152671758
1663092900000,95.87983193277309
1663093800000,94.58992248062017
1663094700000,112.30162601626019
1663095600000,194.40769230769234
1663096500000,16.013157894736842
1663097400000,16.018181818181816
1663098300000,16.081578947368428
1663099200000,16.08823529411765
1663100100000,16.06666666666667
1663101000000,16.06666666666667
1663101900000,16.148571428571433
1663102800000,18.174468085106383
1663103700000,16.232499999999995
1663104600000,16.312820512820508
1663105500000,16.285714285714292
1663106400000,16.30833333333333
1663107300000,16.330952380952375
1663108200000,16.339393939393936
1663109100000,16.355882352941173
1663110000000,16.28249999999999
1663110900000,16.29545454545454
1663111800000,16.33611111111111
1663112700000,16.40227272727272
1663113600000,16.414634146341463
1663114500000,16.445454545454538
1663115400000,16.408108108108102
1663116300000,16.44444444444444
1663117200000,16.415624999999995
1663118100000,16.386842105263153
1663119000000,16.434146341463407
1663119900000,16.36904761904761
1663120800000,16.368292682926825
1663121700000,16.318604651162786
1663122600000,16.27333333333333
1663123500000,16.258333333333333
1663124400000,16.06829268292683
1663125300000,16.29523809523809
1663126200000,16.317777777777778
1663127100000,16.216129032258067
1663128000000,16.189743589743593
1663128900000,16.1547619047619
1663129800000,16.319999999999993
1663130700000,19.005882352941182
1663131600000,120.36146788990817
1663132500000,100.22413793103455
1663133400000,91.29103448275868
1663134300000,83.65930232558138
1663135200000,68.44218750000002
1663136100000,16.197368421052634
1663137000000,16.163636363636368
1663137900000,16.252631578947362
1663138800000,16.324242424242417
1663139700000,16.40526315789473
1663140600000,16.348717948717947
1663141500000,16.29722222222222
1663142400000,16.28378378378378
1663143300000,16.302777777777777
1663144200000,16.264864864864865
1663145100000,16.263333333333335
1663146000000,16.245454545454546
1663146900000,16.218421052631577
1663147800000,16.359375
1663148700000,16.238461538461536
1663149600000,16.215789473684215
1663150500000,16.19666666666667
1663151400000,18.158139534883727
1663152300000,16.175000000000004
1663153200000,16.169047619047625
1663154100000,16.273333333333326
1663155000000,16.31190476190476
1663155900000,16.31621621621621
1663156800000,16.290624999999995
1663157700000,16.31714285714285
1663158600000,16.35833333333333
1663159500000,16.400000000000002
1663160400000,16.326315789473682
1663161300000,16.343902439024383
1663162200000,16.356666666666666
1663163100000,16.429411764705875
1663164000000,16.500000000000007
1663164900000,16.302325581395348
1663165800000,16.407317073170727
1663166700000,16.323684210526316
1663167600000,16.230000000000008
1663168500000,16.133333333333336
1663169400000,133.65809523809526
1663170300000,126.34885496183206
1663171200000,118.30654205607475
1663172100000,112.24886363636361
1663173000000,89.41428571428575
1663173900000,97.49788732394369
1663174800000,97.22549019607843
1663175700000,90.56134969325149
1663176600000,230.8977064220185
1663177500000,226.3241176470587
1663178400000,226.45195530726266
1663179300000,227.24467005076156
1663180200000,251.80559440559438
1663181100000,294.3884297520662
1663182000000,402.7144736842106
1663182900000,376.3527472527472
1663183800000,393.14000000000004
1663184700000,387.8864077669904
1663185600000,377.0303030303031
1663186500000,385.29726027397277
1663187400000,274.6470588235295
1663188300000,209.38095238095232
1663189200000,199.4650793650794
1663190100000,202.7870967741935
1663191000000,206.99206349206347
1663191900000,201.9765624999999
1663192800000,206.92539682539677
1663193700000,206.6491803278689
1663194600000,199.88
1663195500000,207.09672131147536
1663196400000,206.27166666666665
1663197300000,206.27301587301585
1663198200000,207.3014925373134
1663199100000,206.68437500000005
1663200000000,206.02542372881362
1663200900000,206.3725806451613
1663201800000,203.4095238095238
1663202700000,206.40999999999997
1663203600000,200.21904761904764
1663204500000,208.4112676056338
1663205400000,206.73968253968258
1663206300000,206.30468749999997
1663207200000,205.5360655737705
1663208100000,195.08448275862065
1663209000000,194.6095238095238
1663209900000,211.4683333333334
1663210800000,195.727868852459
1663211700000,193.13548387096773
1663212600000,195.1318181818182
1663213500000,195.93593750000005
1663214400000,196.02380952380946
1663215300000,199.64000000000004
1663216200000,206.61774193548382
1663217100000,197.975
1663218000000,195.65333333333334
1663218900000,195.18305084745765
1663219800000,184.1625
1663220700000,100.35555555555555
1663221600000,75.70606060606056
1663222500000,16.35918367346938
1663223400000,16.307142857142857
1663224300000,16.385294117647057
1663225200000,16.39761904761904
1663226100000,16.34090909090909
1663227000000,16.35365853658536
1663227900000,16.48484848484849
1663228800000,16.672093023255815
1663229700000,18.584090909090914
1663230600000,16.633333333333333
1663231500000,16.76341463414634
1663232400000,16.771052631578947
1663233300000,16.712195121951222
1663234200000,16.617391304347823
1663235100000,16.406976744186053
1663236000000,18.4775
1663236900000,16.612765957446815
1663237800000,16.738888888888887
1663238700000,16.996875000000003
1663239600000,17.16153846153846
1663240500000,17.000000000000004
1663241400000,16.80243902439025
1663242300000,16.85813953488372
1663243200000,16.917499999999997
1663244100000,16.47692307692307
1663245000000,20.34102564102564
1663245900000,17.025
1663246800000,16.970588235294116
1663247700000,16.64594594594595
1663248600000,16.57826086956522
1663249500000,16.75714285714286
1663250400000,16.656410256410258
1663251300000,16.752777777777773
1663252200000,17.052500000000006
1663253100000,21.810638297872345
1663254000000,135.095
1663254900000,234.48453038674032
1663255800000,228.410447761194
1663256700000,226.49565217391307
1663257600000,222.02876712328762
1663258500000,221.39617834394897
1663259400000,225.33376623376634
1663260300000,102.71249999999999
1663261200000,18.308695652173906
1663262100000,16.32249999999999
1663263000000,16.27435897435897
1663263900000,16.323404255319144
1663264800000,16.238297872340425
1663265700000,16.42647058823529
1663266600000,18.1734693877551
1663267500000,16.325641025641023
1663268400000,16.395238095238092
1663269300000,16.363414634146345
1663270200000,16.319148936170205
1663271100000,16.39393939393939
1663272000000,16.426666666666655
1663272900000,16.408571428571424
1663273800000,16.386842105263156
1663274700000,86.01296296296297
1663275600000,144.588
1663276500000,137.27692307692303
1663277400000,140.24761904761903
1663278300000,135.03181818181818
1663279200000,140.09218749999997
1663280100000,134.44098360655738
1663281000000,128.02153846153846
1663281900000,129.74202898550726
1663282800000,140.6984126984127
1663283700000,135.88939393939393
1663284600000,127.89354838709677
1663285500000,127.8854838709677
1663286400000,141.03088235294118
1663287300000,141.55588235294113
1663288200000,193.70254237288137
1663289100000,119.53636363636362
1663290000000,100.97317073170736
1663290900000,95.88108108108108
1663291800000,95.8011764705882
1663292700000,93.75862068965517
1663293600000,95.44935064935065
1663294500000,88.42162162162163
1663295400000,90.3607142857143
1663296300000,97.2046511627907
1663297200000,99.60963855421687
1663298100000,88.19736842105262
1663299000000,83.50442477876105
1663299900000,84.48735632183909
1663300800000,94.88372093023251
1663301700000,93.99285714285718
1663302600000,83.7708333333333
1663303500000,85.15903614457834
1663304400000,94.73243243243243
1663305300000,95.2057142857143
1663306200000,90.61428571428571
1663307100000,85.40897435897435
1663308000000,77.33972602739722
1663308900000,16.571794871794875
1663309800000,16.474418604651163
1663310700000,16.6375
1663311600000,16.875862068965514
1663312500000,16.77727272727273
1663313400000,16.528125000000003
1663314300000,18.640476190476196
1663315200000,16.621951219512205
1663316100000,16.647222222222226
1663317000000,16.345652173913034
1663317900000,16.526530612244905
1663318800000,16.4775
1663319700000,16.76279069767442
1663320600000,16.59189189189189
1663321500000,18.629787234042546
1663322400000,16.621212121212125
1663323300000,16.648484848484852
1663324200000,16.829999999999995
1663325100000,16.723809523809532
1663326000000,16.5974358974359
1663326900000,16.77179487179487
